pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
52,3,4878981811411546663,Self-stabilizing Byzantine Clock Synchronization with Optimal Precision,MEDIUM,B1,Self-stabilizing Byzantine Clock Synchronization with Optimal Precision,arxiv:1609.09281,"We revisit the approach to Byzantine fault-tolerant clock synchronization based on approximate agreement introduced by Lynch and Welch. Our contribution is threefold: (1) We provide a slightly refined variant of the algorithm yielding improved bounds on the skew that can be achieved and the sustainable frequency offsets. (2) We show how to extend the technique to also synchronize clock rates. This permits less frequent communication without significant loss of precision, provided that clock rates change sufficiently slowly. (3) We present a coupling scheme that allows to make these algorithms self-stabilizing while preserving their high precision. The scheme utilizes a low-precision, but self-stabilizing algorithm for the purpose of recovery.",medium,B1,1,B1=medium,"B1=Approximate-agreement clock synchronization tolerates Byzantine participants, drift, and arbitrary initial state while preserving precision.",,B1=true,primary_assignment,"Pankaj Khanchandani, Christoph Lenzen",2016,arxiv:1609.09281,arxiv:1609.09281,4878981811411546663,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q02-synonyms.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
57,3,7129282239998762592,"Okapi: Causally Consistent Geo-Replication Made Faster, Cheaper and More Available",HIGH,B1 | B2,"Okapi: Causally Consistent Geo-Replication Made Faster, Cheaper and More Available",arxiv:1702.04263,"Okapi is a new causally consistent geo-replicated key- value store. Okapi leverages two key design choices to achieve high performance. First, it relies on hybrid logical/physical clocks to achieve low latency even in the presence of clock skew. Second, Okapi achieves higher resource efficiency and better availability, at the expense of a slight increase in update visibility latency. To this end, Okapi implements a new stabilization protocol that uses a combination of vector and scalar clocks and makes a remote update visible when its delivery has been acknowledged by every data center. We evaluate Okapi with different workloads on Amazon AWS, using three geographically distributed regions and 96 nodes. We compare Okapi with two recent approaches to causal consistency, Cure and GentleRain. We show that Okapi delivers up to two orders of magnitude better performance than GentleRain and that Okapi achieves up to 3.5x lower latency and a 60% reduction of the meta-data overhead with respect to Cure.",high,B1 | B2,2,B1=high | B2=medium,B1=Okapi combines hybrid logical/physical clocks with acknowledgment-based stabilization to preserve causal visibility under skew. | B2=Uses causal metadata and dependency tracking to enforce causally consistent distributed histories.,B2=Transfers metadata and dependency concepts for cross-device episode consistency.,B1=true | B2=true,primary_assignment,"Diego Didona, Kristina Spirovska, Willy Zwaenepoel",2017,arxiv:1702.04263,arxiv:1702.04263,7129282239998762592,cs.DC,q03-causality | q13-foundations,semantic-search,general,B1 | B2,true,false,false,true,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q10-causal-diagnosis.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b2/registry-final.json | b2/registry.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl | b2/triage-final.jsonl | b2/triage.jsonl
62,3,1325676828699652540,Engineering Record And Replay For Deployability: Extended Technical Report,MEDIUM,B8,Engineering Record And Replay For Deployability: Extended Technical Report,arxiv:1705.05937,"The ability to record and replay program executions with low overhead enables many applications, such as reverse-execution debugging, debugging of hard-to-reproduce test failures, and ""black box"" forensic analysis of failures in deployed systems. Existing record-and-replay approaches limit deployability by recording an entire virtual machine (heavyweight), modifying the OS kernel (adding deployment and maintenance costs), requiring pervasive code instrumentation (imposing significant performance and complexity overhead), or modifying compilers and runtime systems (limiting generality). We investigated whether it is possible to build a practical record-and-replay system avoiding all these issues. The answer turns out to be yes - if the CPU and operating system meet certain non-obvious constraints. Fortunately modern Intel CPUs, Linux kernels and user-space frameworks do meet these constraints, although this has only become true recently. With some novel optimizations, our system 'rr' records and replays real-world low-parallelism workloads with low overhead, with an entirely user-space implementation, using stock hardware, compilers, runtimes and operating systems. ""rr"" forms the basis of an open-source reverse-execution debugger seeing significant use in practice. We present the design and implementation of 'rr', describe its performance on a variety of workloads, and identify constraints on hardware and operating system design required to support our approach.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2017,arxiv:1705.05937,arxiv:1705.05937,1325676828699652540,,foundational deterministic replay debugging distributed systems record replay,firecrawl research search-papers,foundational,B8,false,false,false,false,b3/raw-q25-replay.json | b3/registry.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/foundational-01.json,b8/expansion-triage.jsonl
67,3,arxiv:1708.06926,Multi-Agent Q-Learning Aided Backpressure Routing Algorithm for Delay Reduction,MEDIUM,B4,Multi-Agent Q-Learning Aided Backpressure Routing Algorithm for Delay Reduction,arxiv:1708.06926,"In queueing networks, it is well known that the throughput-optimal backpressure routing algorithm results in poor delay performance for light and moderate traffic loads. To improve delay performance, state-of-the-art backpressure routing algorithm (called BPmin [1]) exploits queue length information to direct packets to less congested routes to their destinations. However, BPmin algorithm estimates route congestion based on unrealistic assumption that every node in the network knows real-time global queue length information of all other nodes. In this paper, we propose multi-agent Q-learning a",medium,B4,1,B4=medium,B4=queueing and buffering; scheduling/deadline policy; backpressure/overload control; network/transport transfer,B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,B4=true,primary_assignment,Juntao Gao; Yulong Shen; Minoru Ito; Norio Shiratori,2017,arxiv:1708.06926,arxiv:1708.06926,arxiv:1708.06926,cs.NI,q13-DDS-QoS-queue.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q13-DDS-QoS-queue.json,b4/abstract-triage.jsonl
72,3,arxiv:1711.00745,Stochastic Routing and Scheduling Policies for Energy Harvesting Communication Networks,MEDIUM,B4,Stochastic Routing and Scheduling Policies for Energy Harvesting Communication Networks,arxiv:1711.00745,"In this paper, we study the joint routing-scheduling problem in energy harvesting communication networks. Our policies, which are based on stochastic subgradient methods on the dual domain, act as an energy harvesting variant of the stochastic family of backpresure algorithms. Specifically, we propose two policies: (i) the Stochastic Backpressure with Energy Harvesting (SBP-EH), in which a node's routing-scheduling decisions are determined by the difference between the Lagrange multipliers associated to their queue stability constraints and their neighbors'; and (ii) the Stochastic Soft Backpr",medium,B4,1,B4=medium,B4=queueing and buffering; scheduling/deadline policy; backpressure/overload control; network/transport transfer,B4=Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,B4=true,primary_assignment,Miguel Calvo-Fullana; Carles Antón-Haro; Javier Matamoros; Alejandro Ribeiro,2018,arxiv:1711.00745,arxiv:1711.00745,arxiv:1711.00745,cs.IT | math.IT | math.OC,q13-DDS-QoS-queue.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q13-DDS-QoS-queue.json,b4/abstract-triage.jsonl
77,3,1627560714433971625,Practically-Self-Stabilizing Vector Clocks in the Absence of Execution Fairness,MEDIUM,B1 | B2,Practically-Self-Stabilizing Vector Clocks in the Absence of Execution Fairness,arxiv:1712.08205,"Vector clock algorithms are basic wait-free building blocks that facilitate causal ordering of events. As wait-free algorithms, they are guaranteed to complete their operations within a finite number of steps. Stabilizing algorithms allow the system to recover after the occurrence of transient faults, such as soft errors and arbitrary violations of the assumptions according to which the system was designed to behave. We present the first, to the best of our knowledge, stabilizing vector clock algorithm for asynchronous crash-prone message-passing systems that can recover in a wait-free manner after the occurrence of transient faults. In these settings, it is challenging to demonstrate a finite and wait-free recovery from (communication and crash failures as well as) transient faults, bound the message and storage sizes, deal with the removal of all stale information without blocking, and deal with counter overflow events (which occur at different network nodes concurrently). We present an algorithm that never violates safety in the absence of transient faults and provides bounded time recovery during fair executions that follow the last transient fault. The novelty is that in the absence of execution fairness, the algorithm guarantees a bound on the number of times in which the system might violate safety (while existing algorithms might block forever due to the presence of both transient faults and crash failures). Since vector clocks facilitate a number of elementary synchronization building blocks (without requiring remote replica synchronization) in asynchronous systems, we believe that our analytical insights are useful for the design of other systems that cannot guarantee execution fairness.",medium,B1 | B2,2,B1=medium | B2=medium,"B1=A stabilizing vector-clock algorithm recovers bounded causal state after transient faults, crashes, stale information, and counter overflow. | B2=Maintains vector-clock state under unfair execution and stabilization challenges.",B2=Relevant to robust causal metadata under stalled or starved runtime components.,B1=true | B2=false,primary_assignment,"Iosif Salem, Elad Michael Schiller",2017,arxiv:1712.08205,arxiv:1712.08205,1627560714433971625,cs.DC | cs.DS,q03-causality | q13-foundations,semantic-search,general,B1 | B2,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b2/registry-final.json | b2/registry.json | b3/raw-q27-unobserved.json | b3/raw-q33-lamport.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl | b2/triage-final.jsonl | b2/triage.jsonl
82,3,arxiv:1801.10141,Random Access Communication for Wireless Control Systems with Energy Harvesting Sensors,MEDIUM,B5,Random Access Communication for Wireless Control Systems with Energy Harvesting Sensors,arxiv:1801.10141,,medium,B5,1,B5=medium,"B5=The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",B5=It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,B5=true,expansion_round_1,"Miguel Calvo-Fullana, Carles Antón-Haro, Javier Matamoros, Alejandro Ribeiro",,,arxiv:1801.10141,,,,,,B5,false,false,false,false,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl
87,3,6930351956147785058,Time-Sensitive Networking for robotics,HIGH,B7 | B8,Time-Sensitive Networking for robotics,arxiv:1804.07643,"We argue that Time-Sensitive Networking (TSN) will become the de facto standard for real-time communications in robotics. We present a review and classification of the different communication standards which are relevant for the field and introduce the typical problems with traditional switched Ethernet networks. We discuss some of the TSN features relevant for deterministic communications and evaluate experimentally one of the shaping mechanisms in an exemplary robotic scenario. In particular, and based on our results, we claim that many of the existing real-time industrial solutions will slowly be replaced by TSN. And that this will lead towards a unified landscape of physically interoperable robot and robot components.",high,B7 | B8,2,B7=high | B8=medium,B7=Reviews TSN standards and evaluates traffic shaping for deterministic robot communication. | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B7=It provides the network-side timing assumptions against which DDS and actuator connector traces can be checked. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B7=true | B8=true,expansion_round_1,,2018,1804.07643 | 6930351956147785058 | arxiv:1804.07643,arxiv:1804.07643,6930351956147785058,,,,,B7 | B8,false,false,false,true,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b7/expansion-additions-triage.jsonl | b8/expansion-triage.jsonl
92,3,8754694585775826913,A System for Clock Synchronization in an Internet of Things,HIGH,B1,A System for Clock Synchronization in an Internet of Things,arxiv:1806.02474,"Synchronizing clocks on Internet of Things (IoT) devices is important for applications such as monitoring and real time control. In this paper, we describe a system for clock synchronization in IoT devices that is designed to be scalable, flexibly accommodate diverse hardware, and maintain tight synchronization over a range of operating conditions. We begin by examining clock drift on two standard IoT prototyping platforms. We observe clock drift on the order of seconds over relatively short time periods, as well as poor clock rate stability, each of which make standard synchronization protocols ineffective. To address this problem, we develop a synchronization system, which includes a lightweight client, a new packet exchange protocol called SPoT and a scalable reference server. We evaluate the efficacy of our system over a range of configurations, operating conditions and target platforms. We find that SPoT performs synchronization 22x and 17x more accurately than MQTT and SNTP, respectively, at high noise levels, and maintains a clock accuracy of within 15ms at various noise levels. Finally, we report on the scalability of our server implementation through microbenchmark and wide area experiments, which show that our system can scale to support large numbers of clients efficiently.",high,B1,1,B1=high,B1=SPoT uses a lightweight packet exchange and scalable reference server to compensate poor IoT clock stability and noise.,,B1=true,primary_assignment,"Sathiya Kumaran Mani, Ramakrishnan Durairajan, Paul Barford, Joel Sommers",2018,arxiv:1806.02474,arxiv:1806.02474,8754694585775826913,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q01-direct.json | b1/raw-q08-embedded.json | b1/raw-q13-os-clocks.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q20-mech-timing.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
97,3,arxiv:1807.00078,"Over-the-Air Time Synchronization for URLLC: Requirements, Challenges and Possible Enablers",MEDIUM,B4,"Over-the-Air Time Synchronization for URLLC: Requirements, Challenges and Possible Enablers",arxiv:1807.00078,"Ultra-reliable and low-latency communications (URLLC) is an emerging feature in 5G and beyond wireless systems, which is introduced to support stringent latency and reliability requirements of mission-critical industrial applications. In many potential applications, multiple sensors/actuators collaborate and require isochronous operation with strict and bounded jitter, e.g., 1. To this end, network time synchronization becomes crucial for real-time and isochronous communication between a controller and the sensors/actuators. In this paper, we look at different applications in factory automatio",medium,B4,1,B4=medium,B4=jitter and timing variation; scheduling/deadline policy; robotic or cyber-physical transfer; network/transport transfer,"B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.",B4=true,primary_assignment,Aamir Mahmood; Muhammad Ikram Ashraf; Mikael Gidlund; Johan Torsner,2018,arxiv:1807.00078,arxiv:1807.00078,arxiv:1807.00078,cs.NI | eess.SP,q01-tail-latency-jitter.json,,,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json,b4/abstract-triage.jsonl
102,3,1580463726682111132,Efficiently Processing Workflow Provenance Queries on SPARK,HIGH,B2,Efficiently Processing Workflow Provenance Queries on SPARK,arxiv:1808.08424,"In this paper, we investigate how we can leverage Spark platform for efficiently processing provenance queries on large volumes of workflow provenance data. We focus on processing provenance queries at attribute-value level which is the finest granularity available. We propose a novel weakly connected component based framework which is carefully engineered to quickly determine a minimal volume of data containing the entire lineage of the queried attribute-value. This minimal volume of data is then processed to figure out the provenance of the queried attribute-value. The proposed framework com",high,B2,1,B2=high,B2=Indexes and processes provenance queries over large workflow execution histories.,B2=Makes long-running episode archives queryable for failure localization and comparison.,B2=true,primary_assignment,Rajmohan C | Pranay Lohia | Himanshu Gupta | Siddhartha Brahma | Mauricio Hernandez | Sameep Mehta,2018,arxiv:1808.08424,arxiv:1808.08424,1580463726682111132,cs.DC,q05-provenance,semantic-search,general,B2,false,false,false,false,b2/raw-q05-provenance.txt | b2/registry-final.json | b2/registry.json | b3/raw-q06-provenance.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl
107,3,3871984476710892555,Security and Performance Considerations in ROS 2: A Balancing Act,HIGH,B8,Security and Performance Considerations in ROS 2: A Balancing Act,arxiv:1809.09566,"Robot Operating System (ROS) 2 is a ground-up re-design of ROS 1 to support performance critical cyber-physical systems (CPSs) using the Data Distribution Service (DDS) middleware. Accordingly, the security of ROS 2 is highly reliant on the security of its DDS communication protocol. However, finding a balance between the performance and security is non-trivial task. Inappropriate security implementations may cause not only significant loss on performance of the system, but also security failures in the system. In this paper, we provide an analysis of the DDS security protocol as well as an overview on how to find the balance between performance and security. To accomplish this, we evaluate the latency and throughput of the communication protocols of ROS 2 in both wired and wireless networks, and measure the efficiency loss caused by the enabling of security protocols such as Virtual Private Network (VPN) and DDS security protocol in ROS 2 in both network setups. The result can be directly used by robotics developers to find the optimal and balanced settings of ROS 2 applications. Additionally, we analyzed the security specification of DDS using existing security standards and tested the implementation of the DDS protocol by performing static analysis. The results of this work can be used to enhance the security of ROS 2.",high,B8,1,B8=high,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2018,1809.09566 | 3871984476710892555 | arxiv:1809.09566,arxiv:1809.09566,3871984476710892555,,16-ros2-causal | 18-ros2-timing | 20-robot-middleware,,,B8,false,false,false,false,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/registry.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q14-mech-dds-loss.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q12-mechanism-qos.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q21-failure-congestion.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q36-foundational-eval.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
112,3,1045061837287933572,InferLine: ML Prediction Pipeline Provisioning and Management for Tight Latency Objectives,MEDIUM,B4 | B6,InferLine: ML Prediction Pipeline Provisioning and Management for Tight Latency Objectives,arxiv:1812.01776,"Serving ML prediction pipelines spanning multiple models and hardware accelerators is a key challenge in production machine learning. Optimally configuring these pipelines to meet tight end-to-end latency goals is complicated by the interaction between model batch size, the choice of hardware accelerator, and variation in the query arrival process. In this paper we introduce InferLine, a system which provisions and manages the individual stages of prediction pipelines to meet end-to-end tail latency constraints while minimizing cost. InferLine consists of a low-frequency combinatorial planner and a high-frequency auto-scaling tuner. The low-frequency planner leverages stage-wise profiling, discrete event simulation, and constrained combinatorial search to automatically select hardware type, replication, and batching parameters for each stage in the pipeline. The high-frequency tuner uses network calculus to auto-scale each stage to meet tail latency goals in response to changes in the query arrival process. We demonstrate that InferLine outperforms existing approaches by up to 7.6x in cost while achieving up to 34.5x lower latency SLO miss rate on realistic workloads and generalizes across state-of-the-art model serving frameworks.",medium,B4 | B6,2,B4=medium | B6=medium,B4=tail/percentile behavior; stage-wise latency attribution; inference/accelerator transfer | B6=The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,"B4=Provides a systems analogue for separating model service time from queueing, scheduling, accelerator contention, or batching effects. | B6=It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.",B4=true | B6=true,primary_assignment,"Daniel Crankshaw, Gur-Eyal Sela, Corey Zumar, Xiangxi Mo, Joseph E. Gonzalez, Ion Stoica, Alexey Tumanov",2020,arxiv:1812.01776,arxiv:1812.01776,1045061837287933572,cs.DC,q01 | q02 | q05 | q06 | q07-variance-decomposition-end-to-end.json | q08 | q10 | q11 | q14-real-time-DNN-inference.json | q15-dynamic-batching-queueing.json | q34,firecrawl research search-papers,false,B4 | B6,false,true,false,false,b3/raw-q02-critical-path.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q07-variance-decomposition-end-to-end.json | b4/raw-retrieval/q14-real-time-DNN-inference.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q008.json | b6/raw-retrieval/q01-direct-serving.json | b6/raw-retrieval/q010.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q10-synonym-deadline.json | b6/raw-retrieval/q11-mechanism-decomp.json | b6/raw-retrieval/q34-foundational-clipper.json | b6/read-evidence-manifest.jsonl,b4/abstract-triage.jsonl | b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
