pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
1538,arxiv:2601.21698,5,MEDIUM,A4,Curriculum Learning for LLM Pretraining: An Analysis of Learning Dynamics,arxiv:2601.21698,"Curriculum learning changes the order of pretraining data, but it remains unclear how ordering changes the learning dynamics. We pretrain models from 14M to 1B parameters for 300B tokens under three linguistically motivated curricula--Age-of-Acquisition, word frequency, and Verb Variation (VV)--and compare each against Random ordering. We analyze latent training phases, gradient noise scale (GNS), and the singular-value structure of the output head. We find that training follows a shared sequence of latent phases, while curricula mainly change time spent in each phase. Random ordering yields higher GNS at 14M-70M and late singular-entropy spikes up to 160M, consistent with noisier gradients and output-head saturation. A reverse-order VV control shows that direction matters: descending order loses much of the accuracy advantage of the ascending curriculum. At larger scales, these stability differences are smaller. These results indicate that the curricula studied here are associated with more stable within-phase training in smaller models rather than with the creation of new phases.",medium,A4,1,A4=medium,A4=Connects trajectory or dataset composition to downstream policy or model behavior.,A4=It provides adjacent evidence for data-efficient training intelligence.,A4=false,expansion_round_1,,,arxiv:2601.21698 | paper:7360457661731352124,,paper:7360457661731352124,,42,related-paper-expansion,foundational,A4,false,false,false,false,A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/canonical-pool.jsonl | A5/paper-registry.json,A4/expansion/expansion-triage.jsonl
1539,arxiv:2601.21702,6,MEDIUM,A4,Beyond Forgetting: Machine Unlearning Elicits Controllable Side Behaviors and Capabilities,arxiv:2601.21702,"We consider Representation Misdirection (RM), a class of large language model (LLM) unlearning methods that achieve forgetting by redirecting the forget-representations, that is, latent representations of forget-samples, toward a target vector. Despite being important, the roles of the target vector used in RM, however, remain underexplored. Here, we approach and revisit RM through the lens of the Linear Representation Hypothesis. Specifically, if one can identify a one-dimensional representation corresponding to a high-level concept, the Linear Representation Hypothesis enables linear operations on this concept vector within the forget-representation space. Under this view, we hypothesize that, beyond forgetting, machine unlearning via RM elicits controllable emergent side behaviors and stronger side capabilities corresponding to the high-level concept. Our hypothesis is empirically validated across a wide range of tasks, including behavioral control (e.g., controlling unlearned models' truthfulness, sentiment, refusal, and language) and capability enhancement (e.g., improving unlearned models' in-context learning (ICL) capability). Our findings reveal that this phenomenon could be either a hidden risk if misused or a mechanism that can be harnessed for developing unlearned models that require stronger capabilities and controllable behaviors.",medium,A4,1,A4=medium,A4=Provides adjacent evidence about how data composition affects learning outcomes.,A4=It extends the A4 mechanism space with adjacent data-centric evidence.,A4=false,expansion_round_1,,,arxiv:2601.21702 | paper:6714297767744917780,,,,,,,A4,false,false,false,false,A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
1540,arxiv:2601.21754,7,MEDIUM,A4,Language-based Trial and Error Falls Behind in the Era of Experience,arxiv:2601.21754,"While Large Language Models (LLMs) excel in language-based agentic tasks, their applicability to unseen, nonlinguistic environments (e.g., symbolic or spatial tasks) remains limited. Previous work attributes this performance gap to the mismatch between the pretraining distribution and the testing distribution. In this work, we demonstrate the primary bottleneck is the prohibitive cost of exploration: mastering these tasks requires extensive trial-and-error, which is computationally unsustainable for parameter-heavy LLMs operating in a high dimensional semantic space. To address this, we propose SCOUT (Sub-Scale Collaboration On Unseen Tasks), a novel framework that decouples exploration from exploitation. We employ lightweight ""scouts"" (e.g., small MLPs) to probe environmental dynamics at a speed and scale far exceeding LLMs. The collected trajectories are utilized to bootstrap the LLM via Supervised Fine-Tuning (SFT), followed by multi-turn Reinforcement Learning (RL) to activate its latent world knowledge. Empirically, SCOUT enables a Qwen2.5-3B-Instruct model to achieve an average score of 0.86, significantly outperforming proprietary models, including Gemini-2.5-Pro (0.60), while saving about 60% GPU hours consumption.",medium,A4,1,A4=medium,A4=Provides adjacent evidence about how data composition affects learning outcomes.,A4=It extends the A4 mechanism space with adjacent data-centric evidence.,A4=false,expansion_round_1,,,arxiv:2601.21754 | paper:6719078444303433083,,,,,,,A4,false,false,false,false,A4/expansion/round4/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
1541,arxiv:2601.21971,8,HIGH,A7,Supervised Mixture-of-Experts for Surgical Grasping and Retraction,arxiv:2601.21971,"Imitation learning has achieved remarkable success in robotic manipulation, yet its application to surgical robotics remains challenging due to data scarcity, constrained workspaces, and the need for an exceptional level of safety and predictability. We present a supervised Mixture-of-Experts (MoE) architecture designed for phase-structured surgical manipulation tasks, which can be added on top of any autonomous policy. Unlike prior surgical robot learning approaches that rely on multi-camera setups or thousands of demonstrations, we show that a lightweight action decoder policy like Action Chunking Transformer (ACT) can learn complex, long-horizon manipulation from less than 150 demonstrations using solely stereo endoscopic images, when equipped with our architecture. We evaluate our approach on the collaborative surgical task of bowel grasping and retraction, where a robot assistant interprets visual cues from a human surgeon, executes targeted grasping on deformable tissue, and performs sustained retraction. Our results show that generalist Vision Language Action models fail to acquire the task entirely, even under standard in-distribution conditions. Furthermore, while standard ACT achieves moderate success in-distribution, adopting a supervised MoE architecture significantly boosts its performance, yielding higher success rates in-distribution and demonstrating superior robustness in out-of-distribution scenarios, including novel grasp locations, reduced illumination, and partial occlusions. Notably, it generalizes to unseen testing viewpoints and also transfers zero-shot to ex vivo porcine tissue without additional training, offering a promising pathway toward in vivo deployment. To support this statement, we present qualitative preliminary results of policy roll-outs during in vivo porcine surgery.",high,A7,1,A7=high,"A7=Imitation learning has achieved remarkable success in robotic manipulation, yet its application to surgical robotics remains challenging due to data scarcity, constrained workspaces, and the need for an exceptional level of safety and predictability.",A7=It helps diagnose or reduce behavior-distribution mismatch and spurious dependence under deployment shift.,A7=true,expansion_round_1,,,arxiv:2601.21971,,,,,citers,,A7,false,false,false,false,A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A7/work/expansion-triage.jsonl
1542,arxiv:2601.21998,9,HIGH,A1,Causal World Modeling for Robot Control,arxiv:2601.21998,"This work highlights that video world modeling, alongside vision-language pre-training, establishes a fresh and independent foundation for robot learning. Intuitively, video world models provide the ability to imagine the near future by understanding the causality between actions and visual dynamics. Inspired by this, we introduce LingBot-VA, an autoregressive diffusion framework that learns frame prediction and policy execution simultaneously. Our model features three carefully crafted designs: (1) a shared latent space, integrating vision and action tokens, driven by a Mixture-of-Transformers (MoT) architecture, (2) a closed-loop rollout mechanism, allowing for ongoing acquisition of environmental feedback with ground-truth observations, (3) an asynchronous inference pipeline, parallelizing action prediction and motor execution to support efficient control. We evaluate our model on both simulation benchmarks and real-world scenarios, where it shows significant promise in long-horizon manipulation, data efficiency in post-training, and strong generalizability to novel configurations. The code and model are made publicly available to facilitate the community.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Causal World Modeling for Robot Control.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_2,,,arxiv:2601.21998,arxiv:2601.21998,7207923511884259225,,,related-papers-round2,,A1,false,false,false,false,A1/expansion-round2-registry.json | A1/paper-registry-complete.json,A1/expansion-round2-triage.jsonl
1543,arxiv:2601.22018,10,HIGH,A1,PocketDP3: Efficient Pocket-Scale 3D Visuomotor Policy,arxiv:2601.22018,"Recently, 3D vision-based diffusion policies have shown strong capability in learning complex robotic manipulation skills. However, a common architectural mismatch exists in these models: a tiny yet efficient point-cloud encoder is often paired with a massive decoder. Given a compact scene representation, we argue that this may lead to substantial parameter waste in the decoder. Motivated by this observation, we propose PocketDP3, a pocket-scale 3D diffusion policy that replaces the heavy conditional U-Net decoder used in prior methods with a lightweight Diffusion Mixer (DiM) built on MLP-Mixer blocks. This architecture enables efficient fusion across temporal and channel dimensions, significantly reducing model size. Notably, without any additional consistency distillation techniques, our method supports two-step inference without sacrificing performance, improving practicality for real-time deployment. Across three simulation benchmarks--RoboTwin2.0, Adroit, and MetaWorld--PocketDP3 achieves state-of-the-art performance with fewer than 1% of the parameters of prior methods, while also accelerating inference. Real-world experiments further demonstrate the practicality and transferability of our method in real-world settings. Code will be released.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for PocketDP3: Efficient Pocket-Scale 3D Visuomotor Policy.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_3,,,arxiv:2601.22018,arxiv:2601.22018,7461971067001145105,,,related-papers-round3,,A1,false,false,false,false,A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round3-triage.jsonl
1544,arxiv:2601.22108,11,MEDIUM,A4,Learning What to Predict: Downstream-Guided Task Design for Continued Pretraining,arxiv:2601.22108,"Continued pretraining is optimized with fixed self-supervised tasks but selected by downstream performance, creating a coarse feedback loop in which practitioners evaluate checkpoints, change data mixtures or objectives, and restart runs, while individual updates remain blind to target capabilities. We ask whether a small set of verifiable downstream examples can provide step-level feedback without directly supervising the learner. We introduce V-pretraining, which decouples a learner trained only with a self-supervised loss from a lightweight task designer that constructs targets or views for unlabeled batches. Given the current learner and batch, V-pretraining scores a candidate construction by predicting the first-order reduction in downstream loss after the induced self-supervised update. The designer maximizes this value; the learner then applies the update with targets or views detached, so downstream labels never update learner parameters. We instantiate V-pretraining as adaptive top-K soft targets for language modeling and learned views or masks for self-supervised vision. Across both modalities, V-pretraining improves target capabilities without degrading generalization. Under wall-clock-matched continued pretraining, it improves GSM8K Pass@1 for Qwen models using 1,024 GSM8K examples only as feedback, including a +7.4 point single-run gain for Qwen2.5-0.5B. In vision, it improves DINOv3 transfer to ADE20K semantic segmentation and NYUv2 depth estimation while preserving ImageNet linear accuracy, suggesting that feedback-guided task construction can improve target capabilities without collapsing general-purpose representations.",medium,A4,1,A4=medium,A4=Provides adjacent evidence about how data composition affects learning outcomes.,A4=It extends the A4 mechanism space with adjacent data-centric evidence.,A4=false,expansion_round_1,,,arxiv:2601.22108 | paper:8115737382430029347,,,,,,,A4,false,false,false,false,A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
1545,arxiv:2601.22595,12,MEDIUM,A8,Learn More with Less: Uncertainty Consistency Guided Query Selection for RLVR,arxiv:2601.22595,"Large Language Models (LLMs) have recently improved mathematical reasoning through Reinforcement Learning with Verifiable Reward (RLVR). However, existing RLVR algorithms require large query budgets, making annotation costly. We investigate whether fewer but more informative queries can yield similar or superior performance, introducing active learning (AL) into RLVR. We identify that classic AL sampling strategies fail to outperform random selection in this setting, due to ignoring objective uncertainty when only selecting by subjective uncertainty. This work proposes an uncertainty consistency metric to evaluate how well subjective uncertainty aligns with objective uncertainty. In the offline setting, this alignment is measured using the Point-Biserial Correlation Coefficient (PBC). For online training, because of limited sampling and dynamically shifting output distributions, PBC estimation is difficult. Therefore, we introduce a new online variant, computed from normalized advantage and subjective uncertainty. Theoretically, we prove that the online variant is strictly negatively correlated with offline PBC and supports better sample selection. Experiments show our method consistently outperforms random and classic AL baselines, achieving full-dataset performance while training on only 30% of the data, effectively reducing the cost of RLVR for reasoning tasks.",medium,A8,1,A8=medium,A8=It selects queries where subjective uncertainty aligns with objective outcomes and uses an online advantage-based proxy for that alignment.,A8=The transferable lesson is to validate whether uncertainty predicts learning value rather than assuming any confidence score is informative.,A8=true,primary_assignment,,,arxiv:2601.22595,arxiv:2601.22595,1380501885443651381,,A8 | q18-adjacent | q21-foundational,search-papers,foundational,A8,false,false,false,false,A8/raw/q18-adjacent.json | A8/raw/q21-foundational.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl
1546,arxiv:2601.23156,13,HIGH,A2,Unsupervised Hierarchical Skill Discovery,arxiv:2601.23156,"We consider the problem of unsupervised skill segmentation and hierarchical structure discovery in reinforcement learning. While recent approaches have sought to segment trajectories into reusable skills or options, most rely on action labels, rewards, or handcrafted annotations, limiting their applicability. We propose a method that segments unlabelled trajectories into skills and induces a hierarchical structure over them using a grammar-based approach. The resulting hierarchy captures both low-level behaviours and their composition into higher-level skills. We evaluate our approach in high-dimensional, pixel-based environments, including Craftax and the full, unmodified version of Minecraft. Using metrics for skill segmentation, reuse, and hierarchy quality, we find that our method consistently produces more structured and semantically meaningful hierarchies than existing baselines. Furthermore, as a proof of concept, we demonstrate that these discovered hierarchies accelerate and stabilise learning on downstream reinforcement learning tasks.",high,A2,1,A2=high,"A2=Finds event, phase, or subtask boundaries by modeling temporal changes in observations, dynamics, language, or latent sequence variables.","A2=The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",A2=true,expansion_round_1,,2026,arxiv:2601.23156,arxiv:2601.23156,4528112332584191501,,2025 2026 embodied learning trajectory compression skill segmentation | episode parsing behavior segmentation offline reinforcement learning | event boundary errors skill segmentation downstream policy performance,search-papers,false,A2,false,false,false,false,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q07-synonyms.json | A2/raw/q22-boundary-errors.json | A2/raw/q44-2025-2026-compression.json,A2/expansion-triage.jsonl
1547,arxiv:2602.00401,1,HIGH,A2,ZEST: Zero-shot Embodied Skill Transfer for Athletic Robot Control,arxiv:2602.00401,"Achieving robust, human-like whole-body control on humanoid robots for agile, contact-rich behaviors remains a central challenge, demanding heavy per-skill engineering and a brittle process of tuning controllers. We introduce ZEST (Zero-shot Embodied Skill Transfer), a streamlined motion-imitation framework that trains policies via reinforcement learning from diverse sources -- high-fidelity motion capture, noisy monocular video, and non-physics-constrained animation -- and deploys them to hardware zero-shot. ZEST generalizes across behaviors and platforms while avoiding contact labels, reference or observation windows, state estimators, and extensive reward shaping. Its training pipeline combines adaptive sampling, which focuses training on difficult motion segments, and an automatic curriculum using a model-based assistive wrench, together enabling dynamic, long-horizon maneuvers. We further provide a procedure for selecting joint-level gains from approximate analytical armature values for closed-chain actuators, along with a refined model of actuators. Trained entirely in simulation with moderate domain randomization, ZEST demonstrates remarkable generality. On Boston Dynamics' Atlas humanoid, ZEST learns dynamic, multi-contact skills (e.g., army crawl, breakdancing) from motion capture. It transfers expressive dance and scene-interaction skills, such as box-climbing, directly from videos to Atlas and the Unitree G1. Furthermore, it extends across morphologies to the Spot quadruped, enabling acrobatics, such as a continuous backflip, through animation. Together, these results demonstrate robust zero-shot deployment across heterogeneous data sources and embodiments, establishing ZEST as a scalable interface between biological movements and their robotic counterparts.",high,A2,1,A2=high,A2=Detects or learns semantically meaningful trajectory segments and uses them as variable-horizon action chunks or keypose-to-keypose control targets.,"A2=Boundary and horizon choices determine the training unit, feedback latency, credit assignment, and compounding-error exposure in long-horizon robot learning.",A2=true,primary_assignment,"Jean Pierre Sleiman, He Li, Alphonsus Adu-Bredu, Robin Deits, Arun Kumar, Kevin Bergamin, Mohak Bhardwaj, Scott Biddlestone, Nicola Burger, Matthew A. Estrada, Francesco Iacobelli, Twan Koolen, Alexander Lambert, Erica Lin, M. Eva Mungai, Zach Nobles, Shane Rozen-Levy, Yuyao Shi, Jiashun Wang, Jakob Welner, Fangzhou Yu, Mike Zhang, Alfred Rizzi, Jessica Hodgins, Sylvain Bertrand, Yeuhi Abe, Scott Kuindersma, Farbod Farshidian",2026,arxiv:2602.00401,arxiv:2602.00401,4458421285252954194,cs.AI | cs.RO,2025 2026 embodied learning trajectory compression skill segmentation,search-papers,false,A2,false,false,false,false,A2/assigned-papers.json | A2/assigned-registry-inspected.json | A2/assigned-registry-inspected.jsonl | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q44-2025-2026-compression.json,A2/assigned-abstracts.jsonl | A2/triage.jsonl
1548,arxiv:2602.00514,2,HIGH,A1,A Low-Cost Vision-Based Tactile Gripper with Pretraining Learning for Contact-Rich Manipulation,arxiv:2602.00514,"Robotic manipulation in contact-rich environments remains challenging, particularly when relying on conventional tactile sensors that suffer from limited sensing range, reliability, and cost-effectiveness. In this work, we present LVTG, a low-cost visuo-tactile gripper designed for stable, robust, and efficient physical interaction. Unlike existing visuo-tactile sensors, LVTG enables more effective and stable grasping of larger and heavier everyday objects, thanks to its enhanced tactile sensing area and greater opening angle. Its surface skin is made of highly wear-resistant material, significantly improving durability and extending operational lifespan. The integration of vision and tactile feedback allows LVTG to provide rich, high-fidelity sensory data, facilitating reliable perception during complex manipulation tasks. Furthermore, LVTG features a modular design that supports rapid maintenance and replacement. To effectively fuse vision and touch, We adopt a CLIP-inspired contrastive learning objective to align tactile embeddings with their corresponding visual observations, enabling a shared cross-modal representation space for visuo-tactile perception. This alignment improves the performance of an Action Chunking Transformer (ACT) policy in contact-rich manipulation, leading to more efficient data collection and more effective policy learning. Compared to the original ACT method, the proposed LVTG with pretraining achieves significantly higher success rates in manipulation tasks.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for A Low-Cost Vision-Based Tactile Gripper with Pretraining Learning for Contact-Rich Manipulation.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_2,,,arxiv:2602.00514,arxiv:2602.00514,3927084490089515791,,,related-papers-round2 | related-papers-round3,,A1,false,false,false,false,A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round2-triage.jsonl
1549,arxiv:2602.00557,3,HIGH,A4 | A5,ConLA: Contrastive Latent Action Learning from Human Videos for Robotic Manipulation,arxiv:2602.00557,"Vision-Language-Action (VLA) models achieve preliminary generalization through pretraining on large scale robot teleoperation datasets. However, acquiring datasets that comprehensively cover diverse tasks and environments is extremely costly and difficult to scale. In contrast, human demonstration videos offer a rich and scalable source of diverse scenes and manipulation behaviors, yet their lack of explicit action supervision hinders direct utilization. Prior work leverages VQ-VAE based frameworks to learn latent actions from human videos in an unsupervised manner. Nevertheless, since the training objective primarily focuses on reconstructing visual appearances rather than capturing inter-frame dynamics, the learned representations tend to rely on spurious visual cues, leading to shortcut learning and entangled latent representations that hinder transferability. To address this, we propose ConLA, an unsupervised pretraining framework for learning robotic policies from human videos. ConLA introduces a contrastive disentanglement mechanism that leverages action category priors and temporal cues to isolate motion dynamics from visual content, effectively mitigating shortcut learning. Extensive experiments show that ConLA achieves strong performance across diverse benchmarks. Notably, by pretraining solely on human videos, our method for the first time surpasses the performance obtained with real robot trajectory pretraining, highlighting its ability to extract pure and semantically consistent latent action representations for scalable robot learning.",high,A4 | A5,2,A4=medium | A5=high,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A5=However, acquiring datasets that comprehensively cover diverse tasks and environments is extremely costly and difficult to scale.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A5=This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,A4=false | A5=true,expansion_round_1 | expansion_round_3,,2026,arxiv:2602.00557 | paper:3930903093973535694,arxiv:2602.00557,3930903093973535694,,contrastive temporal distance skill boundary detection robotics,search-papers,false,A4 | A5,false,false,false,true,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q14-contrastive.json | A4/expansion/round4/registry.jsonl | A5/expansion/raw/round3-citers.json,A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round3-triage.jsonl
1550,arxiv:2602.00678,4,MEDIUM,A4,Toward Reliable Sim-to-Real Predictability for MoE-based Robust Quadrupedal Locomotion,arxiv:2602.00678,"Reinforcement learning has shown strong promise for quadrupedal agile locomotion, even with proprioception-only sensing. In practice, however, sim-to-real gap and reward overfitting in complex terrains can produce policies that fail to transfer, while physical validation remains risky and inefficient. To address these challenges, we introduce a unified framework encompassing a Mixture-of-Experts (MoE) locomotion policy for robust multi-terrain representation with RoboGauge, a predictive assessment suite that quantifies sim-to-real transferability. The MoE policy employs a gated set of specialist experts to decompose latent terrain and command modeling, achieving superior deployment robustness and generalization via proprioception alone. RoboGauge further provides multi-dimensional proprioception-based metrics via sim-to-sim tests over terrains, difficulty levels, and domain randomizations, enabling reliable MoE policy selection without extensive physical trials. Experiments on a Unitree Go2 demonstrate robust locomotion on unseen challenging terrains, including snow, sand, stairs, slopes, and 30 cm obstacles. In dedicated high-speed tests, the robot reaches 4 m/s and exhibits an emergent narrow-width gait associated with improved stability at high velocity.",medium,A4,1,A4=medium,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning.,A4=false,expansion_round_1,,,arxiv:2602.00678 | paper:3264590251357595656,,,,,,,A4,false,false,false,false,A4/expansion/round4/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
1551,arxiv:2602.00686,5,MEDIUM,A1 | A4,Learning to Accelerate Vision-Language-Action Models through Adaptive Visual Token Caching,arxiv:2602.00686,"Vision-Language-Action (VLA) models have demonstrated remarkable generalization capabilities in robotic manipulation tasks, yet their substantial computational overhead remains a critical obstacle to real-world deployment. Improving inference efficiency is therefore essential for practical robotic applications. Existing acceleration methods often rely on heuristic or static strategies--such as rule-based token caching or pruning--that are decoupled from task objectives and fail to adapt to dynamic scene changes. In this work, we reformulate inference acceleration as a learnable policy optimization problem and propose a novel framework that integrates a dynamic, task-aware decision-making process directly into the VLA model. At its core are two lightweight, cooperative modules: a Cached Token Selector, which determines which tokens should be reused, and a Cache Ratio Predictor, which controls how many tokens to reuse. Training these modules is non-trivial due to their discrete decisions. We address this by adopting a differentiable relaxation that allows gradient-based end-to-end optimization. Extensive experiments on the LIBERO and SIMPLER benchmarks, as well as real-robot evaluations, show that our method achieves a 1.76x wall-clock inference speedup while simultaneously improving the average success rate by 1.9 percentage points (from 75.0% to 76.9%) on LIBERO and by 5.0 percentage points on real-world tasks, significantly outperforming existing baselines. This work highlights the potential of learning task-aware computational allocation policies, paving the way for VLA models that are both powerful and efficient.",medium,A1 | A4,2,A1=low | A4=medium,A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A4=Uses a valuation or attribution signal to estimate the contribution of training examples to model or policy outcomes.,"A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning.",A1=false | A4=false,expansion_round_1 | expansion_round_2,,,arxiv:2602.00686 | paper:3278963067358731473,arxiv:2602.00686,3278963067358731473,,,related-papers-round2,,A1,false,false,false,true,A1/expansion-round2-registry.json | A1/paper-registry-complete.json | A4/expansion/round4/registry.jsonl,A1/expansion-round2-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl
1552,arxiv:2602.00780,6,HIGH,A1 | A4,Environment-Aware Adaptive Pruning with Interleaved Inference Orchestration for Vision-Language-Action Models,arxiv:2602.00780,"While Vision-Language-Action (VLA) models hold promise in embodied intelligence, their large parameter counts lead to substantial inference latency that hinders real-time manipulation, motivating parameter sparsification. However, as the environment evolves during VLA execution, the optimal sparsity patterns change accordingly. Static pruning lacks the adaptability required for environment dynamics, whereas fixed-interval dynamic layer pruning suffers from coarse granularity and high retraining overheads. To bridge this gap, we propose EcoVLA, a training-free, plug-and-play adaptive pruning framework that supports orthogonal combination with existing VLA acceleration methods. EcoVLA comprises two components: Environment-aware Adaptive Pruning (EAP) and Interleaved Inference Orchestration (I²O). EAP is a lightweight adaptive channel pruning method that incorporates the temporal consistency of the physical environment to update sparsity patterns. I²O leverages the FLOPs bubbles inherent in VLA inference to schedule the pruning method in parallel, ensuring negligible impact on latency. Evaluated on diverse VLA models and benchmarks, EcoVLA delivers state-of-the-art performance, achieving up to 1.60× speedup with only a 0.4% drop in success rate, and further reaches 2.18× speedup with only a 0.5% degradation when combined with token pruning. We further validate the effectiveness of EcoVLA on real-world robots.",high,A1 | A4,2,A1=high | A4=medium,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Environment-Aware Adaptive Pruning with Interleaved Inference Orchestration for Vision-Language-Action Models. | A4=Selects or removes training examples using utility, gradient, coverage, or representativeness criteria.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning.",A1=true | A4=false,expansion_round_1 | expansion_round_2,,,arxiv:2602.00780 | paper:2624189599278595180,arxiv:2602.00780,2624189599278595180,,,related-papers-round2,,A1,false,false,false,true,A1/expansion-round2-registry.json | A1/paper-registry-complete.json | A4/expansion/round4/registry.jsonl,A1/expansion-round2-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl
1553,arxiv:2602.00807,7,HIGH,A7,Any3D-VLA: Enhancing VLA Robustness via Diverse Point Clouds,arxiv:2602.00807,"Existing Vision-Language-Action (VLA) models typically take 2D images as visual input, which limits their spatial understanding in complex scenes. How can we incorporate 3D information to enhance VLA capabilities? We conduct a pilot study across different observation spaces and visual representations. The results show that explicitly lifting visual input into point clouds yields representations that better complement their corresponding 2D representations. To address the challenges of (1) scarce 3D data and (2) the domain gap induced by cross-environment differences and depth-scale biases, we propose Any3D-VLA. It unifies the simulator, sensor, and model-estimated point clouds within a training pipeline, constructs diverse inputs, and learns domain-agnostic 3D representations that are fused with the corresponding 2D representations. Simulation and real-world experiments demonstrate Any3D-VLA's advantages in improving performance and mitigating the domain gap. Our project homepage is available at https://xianzhefan.github.io/Any3D-VLA.github.io.",high,A7,1,A7=high,"A7=Existing Vision-Language-Action (VLA) models typically take 2D images as visual input, which limits their spatial understanding in complex scenes.",A7=It helps diagnose or reduce behavior-distribution mismatch and spurious dependence under deployment shift.,A7=true,expansion_round_1,,,arxiv:2602.00807,,,,,citers,,A7,false,false,false,false,A7/work/expansion-read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A7/work/expansion-triage.jsonl
