pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
627,3,3139187794791879128,Adaptive Inference Batching using Policy Gradients,HIGH,B6,Adaptive Inference Batching using Policy Gradients,arxiv:2607.05272,"Inference serving systems must balance throughput and latency under bursty, heterogeneous workloads, yet the industry standard remains static batching policies that require manual tuning and cannot adapt to shifting traffic. We investigate whether reinforcement learning (RL) can learn adaptive batching and routing policies that outperform these heuristics, training REINFORCE and PPO agents on a discrete-event simulator validated against queuing theory and production traces (Azure Functions, BurstGPT). We formulate the problem as an MDP over queue state, request type and GPU availability, evaluating across standard Poisson traffic, extreme bursts, real-world traces and heterogeneous multi-GPU routing. Our central finding is a clear boundary condition for RL's value in systems problems. In single-GPU settings, a well-tuned static batching policy is already near-optimal under Poisson-like arrivals and RL offers only marginal gains (+0.1% to +1.0%). In multi-GPU heterogeneous routing, however, where fast and slow requests compete for shared resources, the agent discovers a workload-segregation policy that eliminates Head-of-Line blocking, yielding a 3.5x (348%) improvement over Round-Robin and a 48% improvement over the strongest heuristic baseline (Shortest-Queue), with 60% higher throughput and 25% lower latency while respecting SLA constraints. The policy generalizes to unseen bursty and real-world traffic despite training only on synthetic Poisson arrivals and an attention-augmented policy network converges roughly 20% faster than an MLP baseline. These results suggest RL's advantage over engineered heuristics concentrates in combinatorial, multi-resource decisions rather than single-resource temporal scheduling, a practical distinction for deciding where learned policies justify their engineering cost in production inference infrastructure.",high,B6,1,B6=high,B6=The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,B6=It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,B6=true,primary_assignment,Ruslan Sharifullin,,arxiv:2607.05272,arxiv:2607.05272,3139187794791879128,cs.AI | cs.DC | cs.LG | cs.PF,q01 | q02 | q05 | q06 | q11 | q23 | q32 | q39 | q41,firecrawl research search-papers,false,B6,false,true,false,false,b3/raw-q22-gpu-inference.json | b3/registry.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q01-direct-serving.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q11-mechanism-decomp.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q32-foundational-serving.json | b6/raw-retrieval/q39-foundational-triton.json | b6/raw-retrieval/q41-recent-serving.json | b6/read-evidence-manifest.jsonl | b6/read-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
628,4,6260114167250314704,Delay-Aware Active Triangulation with Uncertainty-Driven Multi-Agent Reinforcement Learning for Counter-UAS,MEDIUM,B5,Delay-Aware Active Triangulation with Uncertainty-Driven Multi-Agent Reinforcement Learning for Counter-UAS,arxiv:2607.05957,"Multi-agent active visual triangulation enables precise 3D localization of aerial targets by coordinating mobile observers with controllable cameras. However, existing methods assume instantaneous state feedback, ignoring cumulative latency from detection, communication, and decision propagation. We present a delay-aware, uncertainty-driven multi-agent reinforcement learning framework for target localization in Counter-UAS applications. Our contributions are: (1) a Dec-POMDP formulation with Age-of-Information (AoI) augmented observations enabling delay-aware coordination -- AoI improves triangulation validity by 10.6 percentage points; (2) a controlled comparison showing that perception-consistent rewards outperform privileged clean-state rewards (0.547 m vs.0.633 m RMSE, 27% fewer track losses) -- both policies are trained through identical observation noise but differ in what they are optimized for, producing a stability-robustness tradeoff; and (3) multi-source analytical covariance propagation incorporating pixel, pose, gimbal, and intrinsics uncertainties -- restricting to angular noise alone causes 2.8-fold RMSE degradation. Experiments with MAPPO in 4096 parallel environments achieve 0.547 +- 0.217 m RMSE with 78.1% triangulation validity, while MLP policies achieve near-zero validity (0.7%), confirming recurrent memory as essential for delay compensation.",medium,B5,1,B5=medium,"B5=The abstract links sensor, observation, action, actuator, or telemetry transport behavior to a robotic episode or control outcome.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"Seungwook Lee, David Hyunchul Shim",,arxiv:2607.05957,arxiv:2607.05957,6260114167250314704,,q02-direct-freshness,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q02-direct-freshness.json,b5/abstract-triage.jsonl
629,5,6247590729807451339,ProvICS: A Provenance-based Intrusion Detection for Industrial Control Systems,MEDIUM,B8,ProvICS: A Provenance-based Intrusion Detection for Industrial Control Systems,arxiv:2607.05989,"The convergence of Information Technology and Operational Technology has exposed Industrial Control Systems (ICS) to multi-stage cyberattacks that traverse software, network, and physical process layers simultaneously. Although Provenance-based Intrusion Detection Systems (PIDS) are effective in Information Technology (IT) environments, their applicability to Industrial Cyber-Physical Systems (CPS) remains largely unexplored because of the absence of datasets that jointly capture host-level causal behavior, industrial network semantics, and physical process state. To address this gap, we design an open-source, Hardware-in-the-Loop (HIL) CPS testbed that replicates an industrial chemical reactor control architecture across the Purdue model layers. Using this testbed, we propose ProvICS, a multimodal provenance dataset purpose-built for CPS intrusion detection, which synchronously captures four streams: whole-system provenance graphs from the supervisory host and the resource-constrained PLC, decoded Modbus deep-packet inspection records, and physical process telemetry. The collection comprises a 48-hour benign phase and a 22-hour attack phase across four campaigns covering 20 ICS ATT&CK techniques over 32 attack events, ranging from reconnaissance to physical process manipulation. Comparative analysis shows that ProvICS is among the few existing ICS/CPS benchmarks with multi-host kernel-level provenance, real PLC hardware-in-the-loop execution, decoded Modbus traffic, physical process-state measurements, and auxiliary raw PCAP traces in a time-synchronized collection. Baseline detection further confirms that cross-modal fusion can detect all 32 labeled attack events (F1 = 0.913, false-positive rate (FPR) = 1.40%), demonstrating the dataset's ability to expose complementary attack signals across modalities and addressing a gap not covered by prior benchmarks.",medium,B8,1,B8=medium,B8=The paper uses runtime traces and correlated message or compute events to expose execution paths and timing behavior.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=true,primary_assignment,,2026,arxiv:2607.05989,arxiv:2607.05989,6247590729807451339,,syn-01,firecrawl research search-papers,recent,B8,true,true,true,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/syn-01.json | b8/targeted-read-manifest.json,b8/abstract-triage.jsonl
630,1,5659676290151043754,From Noisy Traces to Root Causes: Structural Trajectory Analysis and Causal Extraction for Agent Optimization,MEDIUM,B3,From Noisy Traces to Root Causes: Structural Trajectory Analysis and Causal Extraction for Agent Optimization,arxiv:2607.07702,"The optimization of long-horizon agents increasingly relies on reflection-based mechanisms, where a large language model (LLM) acts as an optimizer to diagnose agent failures and improve agent policies. However, real execution traces are difficult to use directly for optimization: large trace collections are often redundant and heterogeneous, making optimization inefficient and prone to overfitting to low-value failures; meanwhile, each individual trajectory also contains many irrelevant steps, while naive context reduction methods such as truncation or sliding windows can discard causally important evidence and produce misleading optimization signals. To resolve this dilemma, we introduce STRACE (Structural TRajectory Analysis and Causal Extraction), a framework that constructs high signal-noise optimization contexts for more precise and effective optimization. At the batch level, STRACE mines failure patterns to filter redundant traces and retain representative failures; within each selected trace, it performs causal localization over a textual dependency graph to remove non-causal steps and identify the true root-cause module for optimization. Empirical results demonstrate that STRACE significantly outperforms standard context-filtering baselines. Notably, on a challenging formal verification task (VeruSAGE-Bench), it successfully optimizes human-expert designed agents, delivering 1.4× success-rate improvement (42.5% to 58.5%). The code is available at https://github.com/moomight/STRACE .",medium,B3,1,B3=medium,B3=Filters redundant failure traces and performs causal localization over a textual dependency graph to isolate root-cause modules.,B3=Supports evidence-preserving reduction of long episode traces before human or automated diagnosis.,B3=false,primary_assignment,,,arxiv:2607.07702,arxiv:2607.07702,5659676290151043754,,01-direct | 07-trace-loss | 25-replay,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q01-direct.json | b3/raw-q07-trace-loss.json | b3/raw-q25-replay.json | b3/registry.json,b3/triage.jsonl
631,2,7879787443034041069,CSI-Assisted Edge SLAM Testbed Platform for 5G Connected Unmanned Autonomous Vehicles,HIGH,B7,CSI-Assisted Edge SLAM Testbed Platform for 5G Connected Unmanned Autonomous Vehicles,arxiv:2607.10394,"The evolution from 5G towards 6G reinforces interest in connected robotics, where mobile robots offload compute-intensive tasks to edge servers over ultra-reliable low-latency communication (URLLC) links. Simultaneous localization and mapping (SLAM), a fundamental yet demanding robotics function, is increasingly considered for edge deployment within mobile edge computing (MEC) frameworks. In parallel, integrated sensing and communications (ISAC) enables the use of radio channel information, such as channel state information (CSI), as an additional sensing modality in radio-based SLAM. In this paper, we design and implement a CSI-assisted Edge SLAM testbed integrating a custom unmanned ground vehicle (UGV), a ROS2-based SLAM framework, and a 5G Open Radio Access Network (O-RAN) system. The proposed architecture provides an end-to-end, cross-layer view of ROS2 sensor data streaming over 5G, explicitly enabling CSI exposure and integration into the SLAM pipeline. We analyze ROS2 DDS communication, RTPS packetization, and 5G user-plane transport, and discuss mechanisms for CSI extraction and delivery via O-RAN components. The platform enables realistic experimentation with communication-aware SLAM and reveals key challenges related to latency, data streaming, synchronization, and cross-system integration, providing insights for future 6G-enabled robotic platforms.",high,B7,1,B7=high,"B7=Builds a ROS2/5G/O-RAN testbed that exposes DDS packetization, user-plane transport, CSI, latency, synchronization, and streaming stages.",B7=The cross-layer testbed is unusually close to B7's need to attribute an observation path across middleware and hardware/network components.,B7=true,primary_assignment,,,arxiv:2607.10394,arxiv:2607.10394,7879787443034041069,,20-robot-middleware,,,B7,false,false,false,false,b3/raw-q20-robot-middleware.json | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q38-recent-tracing.json | b7/raw-retrieval/q41-recent-provenance.json,b7/abstract-triage.jsonl
632,3,7726924502488115606,Benchmarking Edge Inference Strategies for Deep Learning Models in Industrial Machine Vision,MEDIUM,B6,Benchmarking Edge Inference Strategies for Deep Learning Models in Industrial Machine Vision,arxiv:2607.11356,"Edge deployment is often the preferred solution for industrial machine vision systems when low latency, data security, or limited connectivity are critical requirements. Several frameworks are available to optimise inference on edge devices; however, relatively few studies have systematically compared their inference-time performance under industrial deployment conditions. In this work, we present a comparative study of four widely used approaches for machine vision inference in industrial settings: plain PyTorch, ONNX Runtime, OpenVINO, and TensorRT. The evaluation focuses on inference time, covers several CPU- and GPU-based hardware platforms, and includes both conventional convolutional neural networks and a transformer-based vision model. For the hardware platforms and models evaluated, the results show that OpenVINO achieves the lowest inference time on CPUs, while TensorRT achieves the lowest inference time on GPUs. However, TensorRT does not outperform plain PyTorch for the transformer-based model considered in this study.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,,arxiv:2607.11356,arxiv:2607.11356,7726924502488115606,,q33 | q40,firecrawl research search-papers,true,B6,false,false,false,false,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q33-foundational-tensor.json | b6/raw-retrieval/q40-foundational-wild.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
633,4,7729752446395306623,"Decomposing Runtime, Kernel, and Quantization Speedups via a Matched FP16 Intermediate: A Hardware-Conditioned Case Study on Four NVIDIA RTX A5000 GPUs",MEDIUM,B6,"Decomposing Runtime, Kernel, and Quantization Speedups via a Matched FP16 Intermediate: A Hardware-Conditioned Case Study on Four NVIDIA RTX A5000 GPUs",arxiv:2607.11368,"Reported serving speedups from quantized kernels typically bundle the weight format, the kernel, and the inference runtime into one number. We present an attribution study on four NVIDIA RTX A5000 GPUs, 24 GiB each, on a single host with NVLink-bridged pairs. A matched intermediate stack that keeps the faster runtime without the quantized kernel splits the full speedup into a runtime part and a kernel and quantization part. Under matched greedy decoding the full stack reaches 2.58Ã— end to end, with the runtime change accounting for about two thirds of that gain on a logarithmic scale; across three similar model families the kernel and quantization part moves by at most 1.5%. Sharding one instance across all four cards falls well below doubling: a profiler trace attributes about 80% of the per token shortfall to coordination, and an NVLink versus PCIe control on the same hardware shows similar realized bandwidth on both links, pointing away from link bandwidth as the cause. Whether to run one sharded instance or several independent ones depends on the workload and the model, with the ranking reversing on the larger model: the smaller model splits between sharding and multiple instances by workload, while the larger model favors two paired instances on every workload. Quantization extends sustainable concurrent users roughly four times past a reproducible half precision memory cliff. Differences in sampling mode and prompt pool between the two stacks are documented as threats to validity.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,,arxiv:2607.11368,arxiv:2607.11368,7729752446395306623,,q09 | q15 | q17,firecrawl research search-papers,false,B6,false,false,false,false,b3/raw-q22-gpu-inference.json | b3/registry.json | b4/raw-retrieval/q07-variance-decomposition-end-to-end.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q009.json | b6/raw-retrieval/q09-synonym-tail.json | b6/raw-retrieval/q15-mechanism-stalls.json | b6/raw-retrieval/q17-mechanism-trace.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
634,5,3956974113548681661,Hierarchical Fault Localization for Autonomous Driving Systems with Hypothesis Validation and Intent Analysis,HIGH,B3,Hierarchical Fault Localization for Autonomous Driving Systems with Hypothesis Validation and Intent Analysis,arxiv:2607.12598,"Comprehensive testing is essential for the safety and reliability of Autonomous Driving Systems (ADS). Existing techniques can detect system-level failures or attribute them to coarse-grained modules, but they often fall short of localizing the root cause in source code. As a result, debugging remains labor-intensive, requiring developers to connect behavioral violations with complex implementation logic. To address this gap, we present HINT, a two-phase framework for hierarchical ADS fault localization based on hypothesis validation and intent analysis. In Phase I, HINT transforms failure-triggering execution recordings into multi-modal abstractions and uses causal reasoning to identify the responsible module. In Phase II, it reconstructs design-side intent and implementation-side behavior, then localizes suspicious code through reliability-aware consistency checking, without costly re-simulation. We evaluate HINT on Apollo across diverse failure modes and modules. The results show that HINT achieves the strongest overall performance across module-level diagnosis and code-level localization metrics, with 77.8% end-to-end Class@5 accuracy on real-world bugs.",high,B3,1,B3=high,"B3=Transforms failure recordings into multimodal abstractions, validates causal hypotheses, and localizes autonomous-driving failures hierarchically.",B3=Directly transfers to module-level and source-level localization from robot episode recordings.,B3=true,primary_assignment,,,arxiv:2607.12598,arxiv:2607.12598,3956974113548681661,,24-fault-injection,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q24-fault-injection.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b3/triage.jsonl
635,1,arxiv:2607.12614,Inference Pipelines as Operating-System Objects: Priority Scheduling and Constant-Footprint Streaming for Microcontroller Neural Inference,HIGH,B4,Inference Pipelines as Operating-System Objects: Priority Scheduling and Constant-Footprint Streaming for Microcontroller Neural Inference,arxiv:2607.12614,"Microcontroller runtimes treat the inference pipeline -- pre-processing, accelerator invocation, post-processing -- as application code: every project re-implements stage sequencing, buffer sizing, and completion signalling around a library call. We argue these are operating-system concerns and present the Phase 2 inference engine of SynapticOS, an open-source Zephyr-based runtime that makes the pipeline a first-class OS object. A pipeline is drawn from a static pool, validated against a canonical stage order, and executed by a priority job scheduler (realtime > normal > best-effort, FIFO per",high,B4,1,B4=high,B4=queueing and buffering; scheduling/deadline policy; stage-wise latency attribution; inference/accelerator transfer; network/transport transfer,"B4=Provides a systems analogue for separating model service time from queueing, scheduling, accelerator contention, or batching effects.",B4=true,primary_assignment,Dimitrios Kafetzis,2026,arxiv:2607.12614,arxiv:2607.12614,arxiv:2607.12614,cs.OS,q11-deadline-aware-scheduling-robotic.json | q24-scheduling-interference-accelerator.json,firecrawl research search-papers,foundational_or_prior,B4,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q11-deadline-aware-scheduling-robotic.json | b4/raw-retrieval/q24-scheduling-interference-accelerator.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q22-failure-correctness.json,b4/abstract-triage.jsonl
636,2,5785556508778427907,Jetson-PI: Towards Onboard Real-Time Robot Control via Foresight-Aligned Asynchronous Inference,MEDIUM,B6,Jetson-PI: Towards Onboard Real-Time Robot Control via Foresight-Aligned Asynchronous Inference,arxiv:2607.12659,"Vision-Language-Action (VLA) models have achieved impressive performance on diverse embodied tasks. However, deploying VLA models on low-power onboard devices, such as the Jetson Orin, remains challenging due to their high computational complexity, which leads to substantial inference latency and low control frequency. Asynchronous inference can partially mask this latency by parallelizing action execution and subsequent inference, but it introduces two critical issues: perception-execution misalignment and long reaction time. In this paper, we propose Jetson-PI, a method for efficient VLA deployment on onboard devices via Foresight-Aligned Asynchronous Correction. To address misalignment, we train a lightweight future correction module that predicts future environment representation conditioned on committed actions, enabling the action expert to directly predict actions from the future time step. To reduce reaction time, we introduce confidence-based scheduling optimization that adaptively balances VLM and action expert invocations, complemented by system-level accelerations including CUDA graph reuse, GPU-resident intermediate buffering, and flow unrolling. Extensive experiments demonstrate that Jetson-PI achieves 8.66x and 5.41x improvements in control frequency compared with naive PyTorch and vla.cpp on NVIDIA Jetson Orin, while outperforming VLASH by 14.8% in average success rate on the LIBERO benchmark. The code of our asynchronous algorithm is available on https://github.com/PKU-SEC-Lab/Jetson-PI, and our efficient llama.cpp-based inference engine is available on https://github.com/PKU-SEC-Lab/Jetson-PI-Edge.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,2026,arxiv:2607.12659,arxiv:2607.12659,5785556508778427907,,q03 | q10 | q20 | q44,firecrawl research search-papers,false,B6,false,false,false,false,b4/raw-retrieval/q11-deadline-aware-scheduling-robotic.json | b4/raw-retrieval/q21-robot-foundation-model.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q003.json | b6/raw-retrieval/q010.json | b6/raw-retrieval/q03-direct-realtime.json | b6/raw-retrieval/q10-synonym-deadline.json | b6/raw-retrieval/q20-failure-drops.json | b6/raw-retrieval/q44-recent-robotics.json | b7/canonical-registry.json | b7/raw-retrieval/q04-direct-episode.json | b7/raw-retrieval/q23-failure-nondeterminism.json | b8/canonical-registry.json | b8/raw/failure-02.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
637,3,8069653338168752361,Microflow: Microarchitectural Causal Observability for Deep Cross-Layer Analysis and Optimization,MEDIUM,B3,Microflow: Microarchitectural Causal Observability for Deep Cross-Layer Analysis and Optimization,arxiv:2607.13184,"Existing architectural simulators expose aggregate metrics or raw traces, but fail to reveal complex interactions among microarchitectural events and their relationship to program execution. Consequently, architects observe performance symptoms but cannot systematically attribute them to root causes across abstraction layers. This paper introduces Microflow, an observability framework elevating causality to a first-class analytical object. Microflow transforms execution traces into the Microflow Intermediate Representation (MFIR), explicitly capturing dependencies across software semantics, instructions, microarchitectural events, and hardware resources. By unifying these elements, MFIR enables direct traversal from observed stalls to their underlying causes, paving the way for automated root-cause analysis. Microflow precisely attributes stalls, reveals unobservable phenomena, and enables exact critical-path decomposition through counterfactual analysis. These capabilities allow systematic reasoning about complex hardware-software interactions opaque to existing tools. Making causality queryable, Microflow provides a strong foundation for performance analysis and hardware-software co-design. We demonstrate it on two SPEC CPU 2017 benchmarks, uncovering bottlenecks invisible from aggregate symptoms: hidden misprediction costs in leela and cross-loop-iteration contention in mcf.",medium,B3,1,B3=medium,"B3=Creates a cross-layer intermediate representation linking software semantics, instructions, microarchitectural events, and hardware resources for causal stall analysis.",B3=Transferable representation for tracing inference and connector stalls through software and hardware layers.,B3=false,primary_assignment,,,arxiv:2607.13184,arxiv:2607.13184,8069653338168752361,,13-causal-profiling | 36-causal-profiler,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q13-causal-profiling.json | b3/raw-q36-causal-profiler.json | b3/registry.json,b3/triage.jsonl
638,4,5599684028929689597,How Far Can Root Cause Analysis Go on Real-World Telemetry Data?,MEDIUM,B3,How Far Can Root Cause Analysis Go on Real-World Telemetry Data?,arxiv:2607.13548,"Identifying root causes in production microservice failures requires reasoning over large-scale, multimodal telemetry spanning metrics, logs, and traces, a problem that has proved resistant to both classical and LLM-based approaches. The OpenRCA dataset exemplifies these challenges: it is large-scale, multimodal, and lacks detailed domain knowledge, and yields consistently low accuracy across all existing methods. We show that classical causal discovery methods and existing LLM-based multi-agent systems fail to reliably identify root causes on this benchmark, and present a Structured Multi-Agent RCA pipeline that substantially outperforms existing LLM-based and classical baselines, supporting both domain-knowledge and knowledge-free operating modes. To diagnose where failures originate, we introduce a reverse reasoning agent that, given the correct answer, identifies which signals in the extracted anomalies support it and determines whether Stage 1 had access to those signals, classifying each failure as Reasoning Gap (evidence present but unused) or Data Ambiguity (evidence genuinely absent). This analysis reveals that the required evidence is present in the vast majority of failures: the bottleneck is not data access but the agent's ability to reason over it correctly. We further introduce an automated rule mining pipeline that systematically extracts discrimination rules from reverse reasoning reports, reducing reliance on manual knowledge curation. Across all configurations, model reasoning capability and domain knowledge are the primary constraints: stronger models embed more domain expertise, and explicit knowledge injection partially compensates for this gap. Reasoning performance remains practically bounded even when evidence extraction is perfect: scaffold engineering and better data pipelines alone cannot close this gap; progress requires improvements at the model level.",medium,B3,1,B3=medium,B3=Finds that real-world multimodal RCA failures often reflect reasoning gaps or data ambiguity rather than missing telemetry alone.,"B3=Important limitation: complete evidence does not guarantee correct blame assignment, so evidence and reasoning quality must be separated.",B3=false,primary_assignment,,,arxiv:2607.13548,arxiv:2607.13548,5599684028929689597,,01-direct | 02-critical-path | 04-trace-causality | 07-trace-loss | 08-microservice-rca | 10-causal-hypergraph | 11-missing-modality | 13-causal-profiling | 17-ros2-flow | 23-host-telemetry,,,B3,false,false,false,false,b2/raw-q11-failures.txt | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/raw-q01-direct.json | b3/raw-q02-critical-path.json | b3/raw-q04-trace-causality.json | b3/raw-q07-trace-loss.json | b3/raw-q08-microservice-rca.json | b3/raw-q10-causal-hypergraph.json | b3/raw-q11-missing-modality.json | b3/raw-q13-causal-profiling.json | b3/raw-q17-ros2-flow.json | b3/raw-q23-host-telemetry.json | b3/registry.json,b3/triage.jsonl
639,5,4685038903586101577,Interventional Causal Circuits for Safe Robot Action Testing and Failure Recovery,MEDIUM,B8,Interventional Causal Circuits for Safe Robot Action Testing and Failure Recovery,arxiv:2607.14826,"Safe physical AI for robot actions are required not only likely to succeed but tested to be safe before execution. In practice, however, formal testing of motion parameters is computationally expensive, and the cost scales poorly with the dimensionality of the action space. When a proposed action is rejected by a tester, the naive response is to resample blindly until a passing candidate is found. This is wasteful, uninformative, and offers no convergence. We argue that rejection should instead trigger causal diagnosis: a principled identification of which action parameter caused the failure and what corrective value maximises the probability of passing testing under the interventional probability distribution. We propose a closed-loop framework that couples a Joint Probability Tree (JPT) with a Causal Circuit derived from a Marginal-Deterministic Variable Tree, enabling exact polytime computation without retraining, or additional data collection. The framework validates tractability of all interventional queries before the robot begins operating, and out-of-support candidates are detected and excluded from correction automatically. We perform experiments in a ROS2 simulation environment, and the framework demonstrates complementary roles across quality of distribution: under a high-quality JPT, the Causal Circuit reduces failed attempts by 10.3% and under a degraded JPT, it reduces total failed attempts by 37%. Every rejected plan produces a structured, interpretable causal report naming the primary cause variable, its observed value, and the recommended corrective region, supporting operator oversight and autonomous recovery without a separately trained failure model.",medium,B8,1,B8=medium,B8=The paper uses simulation or a digital twin to reconstruct scenarios and evaluate system behavior under repeatable conditions.,"B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B8=true,primary_assignment,,2026,arxiv:2607.14826,arxiv:2607.14826,4685038903586101577,,recent-01,firecrawl research search-papers,recent,B8,true,true,true,false,b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/recent-01.json | b8/targeted-read-manifest.json,b8/abstract-triage.jsonl
